10000	-20.0000	-0.8316
10000	-19.0000	-0.7977
10000	-18.0000	-0.7740
10000	-17.0000	-0.7492
10000	-16.0000	-0.7121
10000	-15.0000	-0.7182
10000	-14.0000	-0.7021
10000	-13.0000	-0.6877
10000	-12.0000	-0.6748
10000	-11.0000	-0.7068
10000	-10.0000	-0.7031
10000	-9.0000	-0.7352
10000	-8.0000	-0.7170
10000	-7.0000	-0.6457
10000	-6.0000	-0.5336
10000	-5.0000	-0.3808
10000	-4.0000	-0.2411
10000	-3.0000	-0.1725
10000	-2.0000	-0.1063
10000	-1.0000	-0.0566
10000	0.0000	-0.0012
10000	1.0000	0.0332
10000	2.0000	0.0724
10000	3.0000	0.1123
10000	4.0000	0.1733
10000	5.0000	0.2335
10000	6.0000	0.3226
10000	7.0000	0.4524
10000	8.0000	0.6067
10000	9.0000	0.7097
10000	10.0000	0.7457
10000	11.0000	0.7527
10000	12.0000	0.7415
10000	13.0000	0.7356
10000	14.0000	0.7242
10000	15.0000	0.7181
10000	16.0000	0.7370
10000	17.0000	0.7562
10000	18.0000	0.7767
10000	19.0000	0.7932
10000	20.0000	0.8067
10000	21.0000	0.8251
10000	22.0000	0.8510
20000	-20.0000	-0.8470
20000	-19.0000	-0.8194
20000	-18.0000	-0.7925
20000	-17.0000	-0.7525
20000	-16.0000	-0.7388
20000	-15.0000	-0.7107
20000	-14.0000	-0.6867
20000	-13.0000	-0.6900
20000	-12.0000	-0.6951
20000	-11.0000	-0.7115
20000	-10.0000	-0.7668
20000	-9.0000	-0.7820
20000	-8.0000	-0.8533
20000	-7.0000	-0.7890
20000	-6.0000	-0.7333
20000	-5.0000	-0.6526
20000	-4.0000	-0.5485
20000	-3.0000	-0.4412
20000	-2.0000	-0.3053
20000	-1.0000	-0.0836
20000	0.0000	-0.0204
20000	1.0000	0.0087
20000	2.0000	0.0360
20000	3.0000	0.0739
20000	4.0000	0.2647
20000	5.0000	0.4240
20000	6.0000	0.5327
20000	7.0000	0.6492
20000	8.0000	0.7275
20000	9.0000	0.8058
20000	10.0000	0.8616
20000	11.0000	0.8922
20000	12.0000	0.7975
20000	13.0000	0.7692
20000	14.0000	0.7045
20000	15.0000	0.7060
20000	16.0000	0.6837
20000	17.0000	0.7174
20000	18.0000	0.7276
20000	19.0000	0.7542
20000	20.0000	0.7807
20000	21.0000	0.7957
20000	22.0000	0.8178
30000	-20.0000	-0.8237
30000	-19.0000	-0.7791
30000	-18.0000	-0.7785
30000	-17.0000	-0.7463
30000	-16.0000	-0.7191
30000	-15.0000	-0.7428
30000	-14.0000	-0.7377
30000	-13.0000	-0.7403
30000	-12.0000	-0.7506
30000	-11.0000	-0.7823
30000	-10.0000	-0.7937
30000	-9.0000	-0.8716
30000	-8.0000	-0.8631
30000	-7.0000	-0.7972
30000	-6.0000	-0.7351
30000	-5.0000	-0.6691
30000	-4.0000	-0.5954
30000	-3.0000	-0.4878
30000	-2.0000	-0.3772
30000	-1.0000	-0.1602
30000	0.0000	-0.0212
30000	1.0000	0.0113
30000	2.0000	0.0255
30000	3.0000	0.0957
30000	4.0000	0.3091
30000	5.0000	0.4668
30000	6.0000	0.5684
30000	7.0000	0.6477
30000	8.0000	0.7330
30000	9.0000	0.7823
30000	10.0000	0.8569
30000	11.0000	0.9052
30000	12.0000	0.8399
30000	13.0000	0.7946
30000	14.0000	0.7641
30000	15.0000	0.7461
30000	16.0000	0.7108
30000	17.0000	0.7087
30000	18.0000	0.7216
30000	19.0000	0.7422
30000	20.0000	0.7692
30000	21.0000	0.7827
30000	22.0000	0.8142
40000	-20.0000	-0.7931
40000	-19.0000	-0.7777
40000	-18.0000	-0.7563
40000	-17.0000	-0.7443
40000	-16.0000	-0.7328
40000	-15.0000	-0.7580
40000	-14.0000	-0.7515
40000	-13.0000	-0.7700
40000	-12.0000	-0.7675
40000	-11.0000	-0.7753
40000	-10.0000	-0.8552
40000	-9.0000	-0.9001
40000	-8.0000	-0.8595
40000	-7.0000	-0.7905
40000	-6.0000	-0.7236
40000	-5.0000	-0.6541
40000	-4.0000	-0.5683
40000	-3.0000	-0.4855
40000	-2.0000	-0.3829
40000	-1.0000	-0.2563
40000	0.0000	-0.0720
40000	1.0000	0.0149
40000	2.0000	0.0129
40000	3.0000	0.1975
40000	4.0000	0.3653
40000	5.0000	0.4595
40000	6.0000	0.5509
40000	7.0000	0.6388
40000	8.0000	0.7019
40000	9.0000	0.7687
40000	10.0000	0.8453
40000	11.0000	0.9002
40000	12.0000	0.9345
40000	13.0000	0.8292
40000	14.0000	0.7871
40000	15.0000	0.8065
40000	16.0000	0.7827
40000	17.0000	0.7621
40000	18.0000	0.7492
40000	19.0000	0.7523
40000	20.0000	0.7657
40000	21.0000	0.7830
40000	22.0000	0.8039
170000	-3	-0.31
170000	-2	-0.15
170000	0	0.05
170000	2	0.20
170000	3	0.35
170000	18	0.77
170000	15	0.79
170000	13	0.82
170000	11	0.84
170000	9	0.82
170000	8	0.74
170000	7	0.66
170000	6	0.57
170000	5	0.45
330000	-3.1515	-0.309485714
330000	-1.5859	-0.148571429
330000	0.3333	0.047542857
330000	1.8990	0.1984
330000	3.4141	0.349257143
330000	27.6061	0.751542857
330000	21.5455	0.759085714
330000	17.5556	0.784228571
330000	15.4343	0.816914286
330000	13.3636	0.8496
330000	11.2929	0.859657143
330000	9.3232	0.837028571
330000	8.2121	0.784228571
330000	6.9495	0.688685714
330000	5.7374	0.575542857
330000	4.8788	0.500114286
400000	0	0.05
400000	1	0.16
400000	3	0.25
400000	4	0.38
400000	6	0.47
400000	7	0.57
400000	9	0.66
400000	11	0.76
400000	12	0.80
400000	12	0.79
400000	14	0.74
400000	16	0.69
400000	17	0.69
400000	19	0.70
400000	21	0.71
360000	-23.5747	-0.7259
360000	-21.5696	-0.6717
360000	-19.6861	-0.6325
360000	-17.6810	-0.6175
360000	-15.7367	-0.6416
360000	-14.8861	-0.6627
360000	-13.7924	-0.7018
360000	-12.5165	-0.8584
360000	-11.4835	-0.9578
360000	-10.5114	-0.9247
360000	-9.6000	-0.8735
360000	-7.5342	-0.7319
360000	-5.4076	-0.5994
360000	-3.5848	-0.4277
360000	-1.5190	-0.1446
360000	0.4861	0.0572
360000	2.3696	0.2922
360000	4.3747	0.5331
360000	6.4405	0.6958
360000	8.4456	0.8223
360000	10.3899	0.9127
360000	11.4228	0.8855
360000	12.4557	0.7681
360000	13.4278	0.7139
360000	14.4608	0.6747
360000	15.5544	0.6446
360000	16.5266	0.6295
360000	18.4709	0.6295
360000	20.3544	0.6627
360000	22.4203	0.7048
360000	24.4253	0.7410
660000	-3	-0.31
660000	-2	-0.15
660000	0	0.05
660000	2	0.20
660000	3	0.35
660000	5	0.52
660000	7	0.69
660000	8	0.74
660000	9	0.83
660000	10	0.94
660000	11	1.02
660000	13	1.11
660000	13	0.98
660000	15	0.94
660000	17	0.87
660000	22	0.79
660000	28	0.76
6000000	-14.68678334	-1.47862969
6000000	-12.48521424	-1.304926591
6000000	-9.704284852	-1.032169657
6000000	-7.56065178	-0.789559543
6000000	-5.388050694	-0.574225122
6000000	-4.345202173	-0.460815661
6000000	-2.288473144	-0.254094617
6000000	-0.318648159	-0.050244698
6000000	1.564272782	0.149298532
6000000	3.707905854	0.371810767
6000000	5.735666868	0.579967374
6000000	8.632468316	0.923066884
6000000	11.15268558	1.155628059
6000000	14.1943271	1.398238173
6000000	16.04828002	1.504469821
6000000	17.38080869	1.362349103
6000000	18.1919131	1.059445351
6000000	18.42365721	0.947471452
6000000	20.5962583	0.848417618
