10000	-20.0000	0.3976
10000	-19.0000	0.3662
10000	-18.0000	0.3514
10000	-17.0000	0.3225
10000	-16.0000	0.3078
10000	-15.0000	0.2835
10000	-14.0000	0.2619
10000	-13.0000	0.2393
10000	-12.0000	0.2228
10000	-11.0000	0.2038
10000	-10.0000	0.1794
10000	-9.0000	0.1618
10000	-8.0000	0.1346
10000	-7.0000	0.1215
10000	-6.0000	0.1030
10000	-5.0000	0.0835
10000	-4.0000	0.0745
10000	-3.0000	0.0643
10000	-2.0000	0.0658
10000	-1.0000	0.0432
10000	0.0000	0.0505
10000	1.0000	0.0599
10000	2.0000	0.0684
10000	3.0000	0.0637
10000	4.0000	0.0714
10000	5.0000	0.0761
10000	6.0000	0.0950
10000	7.0000	0.1083
10000	8.0000	0.1097
10000	9.0000	0.1225
10000	10.0000	0.1443
10000	11.0000	0.1520
10000	12.0000	0.1790
10000	13.0000	0.2145
10000	14.0000	0.2266
10000	15.0000	0.2372
10000	16.0000	0.2638
10000	17.0000	0.2865
10000	18.0000	0.3001
10000	19.0000	0.3198
10000	20.0000	0.3300
10000	21.0000	0.3642
10000	22.0000	0.3895
20000	-20.0000	0.4277
20000	-19.0000	0.4015
20000	-18.0000	0.3731
20000	-17.0000	0.3463
20000	-16.0000	0.3212
20000	-15.0000	0.3002
20000	-14.0000	0.2767
20000	-13.0000	0.2553
20000	-12.0000	0.2385
20000	-11.0000	0.2181
20000	-10.0000	0.2005
20000	-9.0000	0.1736
20000	-8.0000	0.1314
20000	-7.0000	0.1088
20000	-6.0000	0.0982
20000	-5.0000	0.0807
20000	-4.0000	0.0698
20000	-3.0000	0.0629
20000	-2.0000	0.0590
20000	-1.0000	0.0516
20000	0.0000	0.0504
20000	1.0000	0.0483
20000	2.0000	0.0519
20000	3.0000	0.0533
20000	4.0000	0.0563
20000	5.0000	0.0525
20000	6.0000	0.0575
20000	7.0000	0.0649
20000	8.0000	0.0774
20000	9.0000	0.0921
20000	10.0000	0.1049
20000	11.0000	0.1275
20000	12.0000	0.1806
20000	13.0000	0.2038
20000	14.0000	0.2206
20000	15.0000	0.2373
20000	16.0000	0.2534
20000	17.0000	0.2835
20000	18.0000	0.2990
20000	19.0000	0.3169
20000	20.0000	0.3445
20000	21.0000	0.3690
20000	22.0000	0.3894
30000	-20.0000	0.4134
30000	-19.0000	0.3769
30000	-18.0000	0.3622
30000	-17.0000	0.3351
30000	-16.0000	0.3080
30000	-15.0000	0.2912
30000	-14.0000	0.2749
30000	-13.0000	0.2555
30000	-12.0000	0.2342
30000	-11.0000	0.2159
30000	-10.0000	0.1885
30000	-9.0000	0.1305
30000	-8.0000	0.1033
30000	-7.0000	0.0854
30000	-6.0000	0.0718
30000	-5.0000	0.0652
30000	-4.0000	0.0594
30000	-3.0000	0.0550
30000	-2.0000	0.0495
30000	-1.0000	0.0439
30000	0.0000	0.0377
30000	1.0000	0.0333
30000	2.0000	0.0342
30000	3.0000	0.0375
30000	4.0000	0.0366
30000	5.0000	0.0384
30000	6.0000	0.0440
30000	7.0000	0.0508
30000	8.0000	0.0622
30000	9.0000	0.0663
30000	10.0000	0.0784
30000	11.0000	0.0976
30000	12.0000	0.1581
30000	13.0000	0.1909
30000	14.0000	0.2117
30000	15.0000	0.2322
30000	16.0000	0.2477
30000	17.0000	0.2664
30000	18.0000	0.2886
30000	19.0000	0.3093
30000	20.0000	0.3343
30000	21.0000	0.3566
30000	22.0000	0.3850
40000	-20.0000	0.3827
40000	-19.0000	0.3568
40000	-18.0000	0.3343
40000	-17.0000	0.3097
